"igpm_2014_2018";"valor_receita_publica";"rank_receita_uf";"indicador_competitividade";"n_votos";"valor_receita_total";"n_vagas_uf";"situacao_eleitoral";"sexo";"cargo";"ano_eleicao";"uf";"rank_votacao_uf"
"1,3121289";;"267";"Não competitivo";"7406";"75278,84";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"263"
"1,3121289";;"1012";"Não competitivo";"13";"1102,16";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1235"
"1,3121289";;"564";"Não competitivo";"503";"10247,03";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"867"
"1,3121289";;"1141";"Não competitivo";"17";"305,92";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1234"
"1,3121289";;"919";"Não competitivo";"247";"2000";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1031"
"1,3121289";;"169";"Não competitivo";"25226";"184315,76";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"152"
"1,3121289";;"38";"Competitivo";"31301";"1889061,88";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"136"
"1,3121289";;"729";"Não competitivo";"462";"4769,24";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"889"
"1,3121289";;"876";"Não competitivo";"692";"2514";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"755"
"1,3121289";;"899";"Não competitivo";"470";"2232,26";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"887"
"1,3121289";;"651";"Não competitivo";"594";"6911,09";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"808"
"1,3121289";;"631";"Não competitivo";"3135";"7617";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"378"
"1,3121289";;"344";"Não competitivo";"1706";"41081,5";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"513"
"1,3121289";;"938";"Não competitivo";"266";"1909,57";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1014"
"1,3121289";;"828";"Não competitivo";"383";"3160,62";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"929"
"1,3121289";;"5";"Competitivo";"254051";"4438052,94";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"7"
"1,3121289";;"1000";"Não competitivo";"2182";"1200";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"456"
"1,3121289";;"1116";"Não competitivo";"77";"402,91";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"1195"
"1,3121289";;"814";"Não competitivo";"699";"3350";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"750"
"1,3121289";;"304";"Não competitivo";"9049";"55692,79";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"245"
"1,3121289";;"1037";"Não competitivo";"238";"925";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1045"
"1,3121289";;"705";"Não competitivo";"2416";"5420";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"434"
"1,3121289";;"221";"Não competitivo";"1046";"111773,7";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"634"
"1,3121289";;"298";"Não competitivo";"1213";"58887,16";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"597"
"1,3121289";;"776";"Não competitivo";"1829";"3909,57";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"501"
"1,3121289";;"21";"Competitivo";"50535";"2675942,92";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"99"
"1,3121289";;"823";"Não competitivo";"19426";"3190";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"172"
"1,3121289";;"717";"Não competitivo";"541";"5047,4";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"841"
"1,3121289";;"88";"Competitivo";"112780";"790367,38";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"44"
"1,3121289";;"778";"Não competitivo";"1254";"3868";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"582"
"1,3121289";;"848";"Não competitivo";"162";"2951,5";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"1112"
"1,3121289";;"881";"Não competitivo";"7866";"2421,84";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"256"
"1,3121289";;"1131";"Não competitivo";"296";"320";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"991"
"1,3121289";;"691";"Não competitivo";"1271";"5850";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"578"
"1,3121289";;"256";"Não competitivo";"14651";"83180,4";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"194"
"1,3121289";;"61";"Não competitivo";"14960";"1335075,9";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"192"
"1,3121289";;"596";"Não competitivo";"568";"8795,53";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"822"
"1,3121289";;"115";"Competitivo";"59435";"451631,5";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"89"
"1,3121289";;"682";"Não competitivo";"94";"6000";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1169"
"1,3121289";;"255";"Não competitivo";"9974";"83477,24";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"232"
"1,3121289";;"680";"Não competitivo";"191";"6117,1";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"1083"
"1,3121289";;"1003";"Não competitivo";"551";"1177,4";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"834"
"1,3121289";;"753";"Não competitivo";"792";"4316";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"706"
"1,3121289";;"478";"Não competitivo";"5279";"16189,5";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"308"
"1,3121289";;"154";"Não competitivo";"18464";"216005,86";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"173"
"1,3121289";;"1168";"Não competitivo";"2610";"195";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"414"
"1,3121289";;"538";"Não competitivo";"2520";"11383,24";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"424"
"1,3121289";;"829";"Não competitivo";"752";"3139,5";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"723"
"1,3121289";;"1105";"Não competitivo";"79";"475";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1191"
"1,3121289";;"1090";"Não competitivo";"86";"527,5";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1180"
"1,3121289";;"1093";"Não competitivo";"134";"525";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"1137"
"1,3121289";;"4";"Competitivo";"155278";"4805922,75";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"27"
"1,3121289";;"873";"Não competitivo";"492";"2531";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"875"
"1,3121289";;"149";"Não competitivo";"9585";"222852,8";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"236"
"1,3121289";;"833";"Não competitivo";"2277";"3114";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"446"
"1,3121289";;"545";"Não competitivo";"6556";"11125";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"276"
"1,3121289";;"251";"Não competitivo";"5492";"88233,16";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"298"
"1,3121289";;"55";"Competitivo";"154597";"1530437,2";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"29"
"1,3121289";;"842";"Não competitivo";"4143";"3026,5";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"339"
"1,3121289";;"145";"Competitivo";"32195";"246835,85";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"131"
"1,3121289";;"473";"Não competitivo";"1873";"16383,96";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"496"
"1,3121289";;"822";"Não competitivo";"360";"3197,24";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"942"
"1,3121289";;"1072";"Não competitivo";"105";"661,95";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"1165"
"1,3121289";;"658";"Não competitivo";"607";"6773,3";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"795"
"1,3121289";;"1079";"Não competitivo";"337";"600";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"955"
"1,3121289";;"688";"Não competitivo";"644";"5930";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"772"
"1,3121289";;"1056";"Não competitivo";"535";"752";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"847"
"1,3121289";;"84";"Competitivo";"49910";"871523,3";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"102"
"1,3121289";;"1177";"Não competitivo";"610";"122,5";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"792"
"1,3121289";;"996";"Não competitivo";"1120";"1225";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"611"
"1,3121289";;"614";"Não competitivo";"569";"7984,95";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"821"
"1,3121289";;"597";"Não competitivo";"3237";"8687,81";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"373"
"1,3121289";;"432";"Não competitivo";"1062";"19673,42";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"628"
"1,3121289";;"522";"Não competitivo";"1008";"12381,84";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"642"
"1,3121289";;"781";"Não competitivo";"1287";"3846,2";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"573"
"1,3121289";;"760";"Não competitivo";"195";"4163,2";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1080"
"1,3121289";;"164";"Não competitivo";"21221";"198334,4";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"162"
"1,3121289";;"10";"Competitivo";"74598";"3672564,72";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"76"
"1,3121289";;"771";"Não competitivo";"2618";"3955";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"412"
"1,3121289";;"52";"Competitivo";"106676";"1622711,06";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"50"
"1,3121289";;"78";"Competitivo";"1016796";"983590";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"2"
"1,3121289";;"1035";"Não competitivo";"2936";"940";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"390"
"1,3121289";;"207";"Competitivo";"34981";"124738,81";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"125"
"1,3121289";;"1106";"Não competitivo";"48";"465,88";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1217"
"1,3121289";;"851";"Não competitivo";"243";"2868,4";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"1037"
"1,3121289";;"41";"Competitivo";"179950";"1846372,47";"70";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"14"
"1,3121289";;"502";"Não competitivo";"2482";"13943,25";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"427"
"1,3121289";;"427";"Não competitivo";"443";"20394,5";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"904"
"1,3121289";;"323";"Não competitivo";"5420";"47989,62";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"303"
"1,3121289";;"143";"Não competitivo";"5369";"257449,96";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"306"
"1,3121289";;"197";"Não competitivo";"7587";"131880";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"260"
"1,3121289";;"1150";"Não competitivo";"1081";"298,75";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"621"
"1,3121289";;"611";"Não competitivo";"741";"8014,46";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"729"
"1,3121289";;"581";"Não competitivo";"444";"9419,46";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"902"
"1,3121289";;"151";"Competitivo";"31720";"219647,07";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"134"
"1,3121289";;"863";"Não competitivo";"2943";"2749";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"388"
"1,3121289";;"1031";"Não competitivo";"962";"967,42";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"657"
"1,3121289";;"127";"Competitivo";"38808";"366535,68";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"118"
"1,3121289";;"458";"Não competitivo";"232";"17342,52";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"1048"
"1,3121289";;"809";"Não competitivo";"574";"3475";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"818"
"1,3121289";;"292";"Não competitivo";"1145";"61005,17";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"605"
"1,3121289";;"474";"Não competitivo";"1152";"16329,27";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"603"
"1,3121289";;"414";"Não competitivo";"3750";"22895,6";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"352"
"1,3121289";;"1146";"Não competitivo";"43";"300,89";"70";"NÃO ELEITO";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1223"
"1,3121289";;"853";"Não competitivo";"1147";"2860";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"604"
"1,3121289";;"1147";"Não competitivo";"151";"300";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"1126"
"1,3121289";;"289";"Não competitivo";"5995";"62482,49";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"287"
"1,3121289";;"665";"Não competitivo";"594";"6576";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"808"
"1,3121289";;"1176";"Não competitivo";"535";"130";"70";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"847"
"1,3121289";;"670";"Não competitivo";"465";"6403,55";"70";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SP";"888"
"1,3121289";;"1090";"Não competitivo";"261";"527,5";"70";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"SP";"1017"
"1,3121289";;"38";"Não competitivo";"13027";"1466114";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"110"
"1,3121289";;"553";"Não competitivo";"184";"208,86";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"533"
"1,3121289";;"2";"Competitivo";"292848";"4591009,55";"53";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"2"
"1,3121289";;"476";"Não competitivo";"1303";"1650";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"283"
"1,3121289";;"29";"Competitivo";"128489";"1818364,16";"53";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"19"
"1,3121289";;"200";"Não competitivo";"2062";"17026";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"228"
"1,3121289";;"49";"Competitivo";"54393";"1105594,45";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"62"
"1,3121289";;"248";"Não competitivo";"343";"10225";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"471"
"1,3121289";;"295";"Não competitivo";"423";"6974,09";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"447"
"1,3121289";;"416";"Não competitivo";"297";"4205";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"487"
"1,3121289";;"416";"Não competitivo";"27";"4205";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"588"
"1,3121289";;"219";"Não competitivo";"545";"12507";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"409"
"1,3121289";;"527";"Não competitivo";"584";"480";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"401"
"1,3121289";;"101";"Não competitivo";"13642";"188505";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"108"
"1,3121289";;"154";"Competitivo";"15714";"38870,07";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"101"
"1,3121289";;"551";"Não competitivo";"536";"250";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"414"
"1,3121289";;"269";"Não competitivo";"645";"8550";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"385"
"1,3121289";;"25";"Competitivo";"123377";"2090314,57";"53";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"20"
"1,3121289";;"20";"Competitivo";"131687";"2499271,96";"53";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"15"
"1,3121289";;"133";"Competitivo";"14972";"82052";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"103"
"1,3121289";;"266";"Não competitivo";"3090";"8683";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"192"
"1,3121289";;"265";"Não competitivo";"152";"8839,21";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"544"
"1,3121289";;"99";"Competitivo";"16013";"211710,29";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"100"
"1,3121289";;"402";"Não competitivo";"498";"4385";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"428"
"1,3121289";;"343";"Não competitivo";"1452";"5279,25";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"266"
"1,3121289";;"231";"Não competitivo";"4188";"11443,5";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"162"
"1,3121289";;"303";"Não competitivo";"728";"6545";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"360"
"1,3121289";;"408";"Não competitivo";"57";"4277,2";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"582"
"1,3121289";;"364";"Não competitivo";"1311";"5124,93";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"281"
"1,3121289";;"382";"Não competitivo";"156";"4685";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"540"
"1,3121289";;"391";"Não competitivo";"240";"4568,5";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"506"
"1,3121289";;"227";"Não competitivo";"1054";"11717,01";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"312"
"1,3121289";;"16";"Competitivo";"201782";"3084049,74";"53";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"4"
"1,3121289";;"76";"Competitivo";"49617";"498844,75";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"67"
"1,3121289";;"460";"Não competitivo";"656";"2372";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"380"
"1,3121289";;"185";"Não competitivo";"902";"20000";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"332"
"1,3121289";;"159";"Não competitivo";"3776";"34042,5";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"176"
"1,3121289";;"475";"Não competitivo";"304";"1660";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"485"
"1,3121289";;"416";"Não competitivo";"181";"4205";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"534"
"1,3121289";;"97";"Competitivo";"32272";"225333,5";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"83"
"1,3121289";;"120";"Não competitivo";"5733";"113434,43";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"145"
"1,3121289";;"225";"Não competitivo";"4464";"11879,93";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"156"
"1,3121289";;"461";"Não competitivo";"412";"2296,07";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"449"
"1,3121289";;"333";"Não competitivo";"297";"5707,47";"53";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"487"
"1,3121289";;"132";"Não competitivo";"8120";"83967";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"131"
"1,3121289";;"372";"Não competitivo";"445";"5000";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"441"
"1,3121289";;"466";"Não competitivo";"1330";"2073";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"278"
"1,3121289";;"316";"Não competitivo";"3299";"6245,18";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"190"
"1,3121289";;"32";"Competitivo";"78151";"1794609,27";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"47"
"1,3121289";;"550";"Não competitivo";"930";"270,6";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"327"
"1,3121289";;"69";"Competitivo";"53733";"629961,44";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"63"
"1,3121289";;"407";"Não competitivo";"455";"4286,99";"53";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"437"
"1,3121289";;"250";"Não competitivo";"541";"9878";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"410"
"1,3121289";;"330";"Não competitivo";"1805";"5824,88";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"243"
"1,3121289";;"495";"Não competitivo";"2771";"1069,25";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"202"
"1,3121289";;"503";"Não competitivo";"574";"900";"53";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"403"
"1,3121289";;"294";"Não competitivo";"879";"7000";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"336"
"1,3121289";;"173";"Não competitivo";"1325";"24741,65";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"279"
"1,3121289";;"457";"Não competitivo";"482";"2497,5";"53";"NÃO ELEITO";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"431"
"1,3121289";;"474";"Não competitivo";"3627";"1680";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"182"
"1,3121289";;"108";"Não competitivo";"7552";"143596,03";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"135"
"1,3121289";;"115";"Competitivo";"55165";"122094";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"61"
"1,3121289";;"136";"Não competitivo";"2300";"65110,4";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"218"
"1,3121289";;"313";"Não competitivo";"491";"6277,17";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"429"
"1,3121289";;"518";"Não competitivo";"83";"550";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"568"
"1,3121289";;"323";"Não competitivo";"1162";"5984,88";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"295"
"1,3121289";;"315";"Não competitivo";"881";"6250";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"335"
"1,3121289";;"534";"Não competitivo";"19";"400";"53";"SUPLENTE";"FEMININO";"DEPUTADO FEDERAL";"2014";"MG";"592"
"1,3121289";;"95";"Não competitivo";"6522";"253244,24";"53";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"138"
"1,3121289";;"34";"Competitivo";"98834";"1629742,03";"53";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"MG";"34"
"1,3121289";;"81";"Não competitivo";"12758";"54864,8";"31";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"RS";"72"
"1,3121289";;"45";"Competitivo";"17498";"269498,66";"30";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"PR";"60"
"1,3121289";;"126";"Não competitivo";"2906";"13400";"30";"SUPLENTE";"MASCULINO";"DEPUTADO FEDERAL";"2014";"PR";"116"
"1,3121289";;"21";"Competitivo";"135042";"561356,37";"16";"ELEITO POR QP";"MASCULINO";"DEPUTADO FEDERAL";"2014";"SC";"7"
